file,modality,area_px,major_axis_px,minor_axis_px,bbox_h_px,bbox_w_px,bbox_short_px,bbox_long_px,orientation_deg,eccentricity
S1A_IW_GRDH_1SDV_20230902T214948_20230902T215013_050154_060951_74AB.SAFE.png,SAR,664.0,168.282275429838,12.10142320543339,143,49,49,143,17.70625295521514,0.9974110199415468
S1A_IW_GRDH_1SDV_20230902T214948_20230902T215013_050154_060951_74AB.SAFE.png,SAR,634.0,150.16716582346865,6.555416029649108,133,27,27,133,9.871007140730342,0.9990467043565399
S1A_IW_GRDH_1SDV_20230902T214948_20230902T215013_050154_060951_74AB.SAFE.png,SAR,1235.0,217.1741603157341,36.51182690845827,188,41,41,188,4.89263037987819,0.9857661388552607
S1A_IW_GRDH_1SDV_20230902T214948_20230902T215013_050154_060951_74AB.SAFE.png,SAR,484.0,121.74540240541353,6.776377913851308,108,17,17,108,6.713645344478997,0.9984497674152518
S1A_IW_GRDH_1SDV_20230902T214948_20230902T215013_050154_060951_74AB.SAFE.png,SAR,919.0,221.3060330645949,15.70759659409931,185,74,74,185,22.035334339066285,0.9974779657858897
S1A_IW_GRDH_1SDV_20230902T214948_20230902T215013_050154_060951_74AB.SAFE.png,SAR,781.0,166.1234082416596,11.097568365724472,149,39,39,149,14.581135712529163,0.9977661740202112
S1A_IW_GRDH_1SDV_20230902T214948_20230902T215013_050154_060951_74AB.SAFE.png,SAR,694.0,165.2633012117984,9.781574853768726,150,40,40,150,14.213199829934984,0.9982468641212763
S1A_IW_GRDH_1SDV_20230902T214948_20230902T215013_050154_060951_74AB.SAFE.png,SAR,307.0,79.4589129584913,6.19796377808581,72,17,17,72,10.682255468220909,0.9969531930090025
S1A_IW_GRDH_1SDV_20230902T214948_20230902T215013_050154_060951_74AB.SAFE.png,SAR,716.0,164.85246004332421,25.35760693988106,77,129,77,129,59.60898826233691,0.9880988840867884
S1A_IW_GRDH_1SDV_20230902T215103_20230902T215128_050154_060951_610A.SAFE.png,SAR,437.0,101.33449742849814,7.975695593845148,95,15,15,95,7.049125908586011,0.996897822377223
S1A_IW_GRDH_1SDV_20230902T215103_20230902T215128_050154_060951_610A.SAFE.png,SAR,840.0,168.30406971777,19.33012355177032,138,66,66,138,-25.886064893894375,0.9933825698165724
S1A_IW_GRDH_1SDV_20230902T215103_20230902T215128_050154_060951_610A.SAFE.png,SAR,603.0,114.81637031024782,7.841631820522236,82,72,72,82,-41.609650246741,0.9976650230241367
S1A_IW_GRDH_1SDV_20230902T215103_20230902T215128_050154_060951_610A.SAFE.png,SAR,2066.0,366.85618775371483,45.178593611823544,260,200,200,260,-41.328560144338624,0.9923879820456025
S1A_IW_GRDH_1SDV_20230902T215103_20230902T215128_050154_060951_610A.SAFE.png,SAR,602.0,131.8657292848334,14.873438660886299,123,17,17,123,-2.6110209974210186,0.9936185875198786
S1A_IW_GRDH_1SDV_20230902T215103_20230902T215128_050154_060951_610A.SAFE.png,SAR,409.0,90.93967134428141,7.078820496752263,70,56,56,70,-38.78439605255187,0.9969657985477934
S1A_IW_GRDH_1SDV_20230902T215103_20230902T215128_050154_060951_610A.SAFE.png,SAR,436.0,117.3186661049753,10.581556326751322,88,63,63,88,34.06639022603897,0.9959241251960709
S1A_IW_GRDH_1SDV_20230902T215103_20230902T215128_050154_060951_610A.SAFE.png,SAR,493.0,109.85001716191033,9.524758005051588,98,38,38,98,17.556747547554316,0.9962338620449825
S1A_IW_GRDH_1SDV_20230902T215103_20230902T215128_050154_060951_610A.SAFE.png,SAR,719.0,153.93491703431283,6.535992546089725,137,39,39,137,14.911494873894302,0.9990981907482821
S1A_IW_GRDH_1SDV_20230904T213332_20230904T213357_050183_060A45_A952.SAFE.png,SAR,2393.0,569.3485866441602,37.23553371715399,487,83,83,487,8.397979356423987,0.9978591126613069
S1A_IW_GRDH_1SDV_20230904T213332_20230904T213357_050183_060A45_A952.SAFE.png,SAR,338.0,85.42941214647826,6.625299930088972,52,61,52,61,-49.613121896329645,0.996988237338149
S1A_IW_GRDH_1SDV_20230904T213332_20230904T213357_050183_060A45_A952.SAFE.png,SAR,1428.0,314.5279141801274,8.546159471674287,276,58,58,276,10.744861893612416,0.9996307897240007
S1A_IW_GRDH_1SDV_20230904T213332_20230904T213357_050183_060A45_A952.SAFE.png,SAR,306.0,78.52082511751453,5.839139949701681,74,15,15,74,10.61311661712754,0.9972311480872672
S1A_IW_GRDH_1SDV_20230906T211827_20230906T211852_050212_060B36_F5D0.SAFE.png,SAR,1066.0,217.91952073996694,21.368682128739856,97,182,97,182,63.29955144777534,0.9951807332563012
S1A_IW_GRDH_1SDV_20230906T211827_20230906T211852_050212_060B36_F5D0.SAFE.png,SAR,762.0,143.1919607353773,9.02456989231872,72,112,72,112,58.632340790553364,0.9980119941289348
S1A_IW_GRDH_1SDV_20230906T211827_20230906T211852_050212_060B36_F5D0.SAFE.png,SAR,388.0,85.47171645400374,10.13548207832813,21,80,21,80,77.15920029190877,0.9929441581347628
S1A_IW_GRDH_1SDV_20230906T211827_20230906T211852_050212_060B36_F5D0.SAFE.png,SAR,720.0,141.2263021694402,7.132411777806765,46,121,46,121,69.70034215914256,0.9987238878655702
S1A_IW_GRDH_1SDV_20230906T211827_20230906T211852_050212_060B36_F5D0.SAFE.png,SAR,901.0,178.39365964001837,18.94778755980394,71,145,71,145,64.13119933707547,0.9943433637607152
S1A_IW_GRDH_1SDV_20230906T211827_20230906T211852_050212_060B36_F5D0.SAFE.png,SAR,635.0,145.52261318274728,13.190387719057385,67,119,67,119,61.67279591288759,0.9958835869500409
S1A_IW_GRDH_1SDV_20230906T211827_20230906T211852_050212_060B36_F5D0.SAFE.png,SAR,487.0,102.75424254670374,8.930415201102724,45,84,45,84,65.10760116546066,0.9962161299138548
S1A_IW_GRDH_1SDV_20230906T211827_20230906T211852_050212_060B36_F5D0.SAFE.png,SAR,331.0,77.04281184807515,5.714149768841065,31,65,31,65,67.00473688400676,0.9972457238061017
S1A_IW_GRDH_1SDV_20230906T211827_20230906T211852_050212_060B36_F5D0.SAFE.png,SAR,3260.0,545.8156887262235,24.561772716943015,455,202,202,455,24.711581987568003,0.9989869813955365
S1A_IW_GRDH_1SDV_20230906T211827_20230906T211852_050212_060B36_F5D0.SAFE.png,SAR,3513.0,533.4254487308972,33.851510950356946,452,197,197,452,25.19642464820825,0.997984343269857
S1A_IW_GRDH_1SDV_20230906T211827_20230906T211852_050212_060B36_F5D0.SAFE.png,SAR,420.0,89.40901806666896,9.714827525056364,79,32,32,79,21.55890493340549,0.9940794086019349
S1A_IW_GRDH_1SDV_20230906T211827_20230906T211852_050212_060B36_F5D0.SAFE.png,SAR,682.0,151.2577624364505,7.654393314372068,126,60,60,126,22.391188892334412,0.9987187481092693
S1A_IW_GRDH_1SDV_20230906T211827_20230906T211852_050212_060B36_F5D0.SAFE.png,SAR,546.0,116.07141323958204,7.455227596912242,100,41,41,100,18.52672059343916,0.9979351434674091
S1A_IW_GRDH_1SDV_20230906T211827_20230906T211852_050212_060B36_F5D0.SAFE.png,SAR,789.0,153.73396822755836,7.902772557520876,141,37,37,141,14.046960911420117,0.9986778629092627
S1A_IW_GRDH_1SDV_20230906T211827_20230906T211852_050212_060B36_F5D0.SAFE.png,SAR,317.0,102.52417106920518,4.342379969224223,104,5,5,104,0.1578327656440378,0.9991026372867731
S1A_IW_GRDH_1SDV_20230906T211827_20230906T211852_050212_060B36_F5D0.SAFE.png,SAR,868.0,116.37058786357926,11.854030597993095,125,15,15,125,3.097170681340238,0.9947982839008411
S1A_IW_GRDH_1SDV_20230906T211827_20230906T211852_050212_060B36_F5D0.SAFE.png,SAR,467.0,113.75229908983911,7.047759310206911,108,10,10,108,0.08104527998621067,0.9980788151797056
S1A_IW_GRDH_1SDV_20230906T211827_20230906T211852_050212_060B36_F5D0.SAFE.png,SAR,471.0,92.51569313983424,7.645180674195642,90,10,10,90,-3.6394718318728305,0.9965797485873125
S1A_IW_GRDH_1SDV_20230907T215713_20230907T215738_050227_060BBB_1118.SAFE.png,SAR,936.0,203.41428181158741,9.165410250144006,155,96,96,155,31.42946611091037,0.998984379322397
S1A_IW_GRDH_1SDV_20230907T215713_20230907T215738_050227_060BBB_1118.SAFE.png,SAR,1411.0,308.9921479668468,15.940172644021933,278,35,35,278,5.76368505069417,0.9986684717247384
S1A_IW_GRDH_1SDV_20230907T215713_20230907T215738_050227_060BBB_1118.SAFE.png,SAR,300.0,78.0172981201717,5.36568879552997,72,23,23,72,16.47790521017187,0.9976321530390408
S1A_IW_GRDH_1SDV_20230907T215713_20230907T215738_050227_060BBB_1118.SAFE.png,SAR,362.0,98.18037006430465,5.9178617502019994,84,41,41,84,23.900051831040216,0.9981817847111812
S1A_IW_GRDH_1SDV_20230907T215713_20230907T215738_050227_060BBB_1118.SAFE.png,SAR,850.0,153.88886207017632,11.673558888060992,142,51,51,142,18.770345842415058,0.9971187011761468
S1A_IW_GRDH_1SDV_20230907T215713_20230907T215738_050227_060BBB_1118.SAFE.png,SAR,1286.0,265.95411562215816,9.33914361166057,211,114,114,211,27.774334826701796,0.9993832564362931
S1A_IW_GRDH_1SDV_20230907T215713_20230907T215738_050227_060BBB_1118.SAFE.png,SAR,340.0,81.05810560048748,7.6330360698486865,66,39,39,66,29.205980854643844,0.9955563716443028
S1A_IW_GRDH_1SDV_20230907T215713_20230907T215738_050227_060BBB_1118.SAFE.png,SAR,347.0,85.34289104823225,6.75521989882078,66,43,43,66,34.57405936142639,0.9968624103875184
S1A_IW_GRDH_1SDV_20230907T215713_20230907T215738_050227_060BBB_1118.SAFE.png,SAR,548.0,110.1535494337571,6.861310857125165,89,52,52,89,32.25504811303395,0.9980581795514738
S1A_IW_GRDH_1SDV_20230914T214924_20230914T214949_050329_060F3C_CA7E.SAFE.png,SAR,520.0,119.01756364047654,7.589097255676879,98,54,54,98,26.30629920034562,0.9979649726271695
S1A_IW_GRDH_1SDV_20230914T214924_20230914T214949_050329_060F3C_CA7E.SAFE.png,SAR,498.0,120.56236201268644,6.055903185166951,99,56,56,99,28.791666261021355,0.998737653567102
S1A_IW_GRDH_1SDV_20230914T214924_20230914T214949_050329_060F3C_CA7E.SAFE.png,SAR,1284.0,241.04989962940914,17.451893101495884,146,162,146,162,47.181085219770104,0.9973757124891088
S1A_IW_GRDH_1SDV_20230914T214924_20230914T214949_050329_060F3C_CA7E.SAFE.png,SAR,1840.0,365.75879745441074,12.788903936983957,251,216,216,251,39.476325418563796,0.9993885233271502
S1A_IW_GRDH_1SDV_20230914T214924_20230914T214949_050329_060F3C_CA7E.SAFE.png,SAR,749.0,155.3207068206175,9.184920553253875,100,101,100,101,47.22539084324923,0.9982499829743716
S1A_IW_GRDH_1SDV_20230914T214924_20230914T214949_050329_060F3C_CA7E.SAFE.png,SAR,1230.0,253.016904315942,21.861912135634867,164,155,155,164,43.0578151014398,0.9962600991623757
S1A_IW_GRDH_1SDV_20230914T214924_20230914T214949_050329_060F3C_CA7E.SAFE.png,SAR,1469.0,318.480091069728,19.136150043685312,200,202,200,202,41.9555139929683,0.9981932124963391
S1A_IW_GRDH_1SDV_20230914T214924_20230914T214949_050329_060F3C_CA7E.SAFE.png,SAR,1263.0,271.67324756776816,13.931039306585653,183,164,164,183,39.09880857257627,0.9986843842403487
S1A_IW_GRDH_1SDV_20230914T214924_20230914T214949_050329_060F3C_CA7E.SAFE.png,SAR,2106.0,438.90122986934927,49.49640175904384,357,158,158,357,23.412489414256385,0.9936207279963115
S1A_IW_GRDH_1SDV_20230914T214924_20230914T214949_050329_060F3C_CA7E.SAFE.png,SAR,752.0,193.5409863613643,14.549069274015414,177,24,24,177,4.14000928985726,0.9971705020710061
S1A_IW_GRDH_1SDV_20230914T214924_20230914T214949_050329_060F3C_CA7E.SAFE.png,SAR,385.0,85.11782234263173,7.148750569837149,64,45,45,64,32.07587742945886,0.99646688992616
S1A_IW_GRDH_1SDV_20230914T214924_20230914T214949_050329_060F3C_CA7E.SAFE.png,SAR,339.0,63.42515998543108,9.701082138552055,59,35,35,59,29.80367688132837,0.9882334309200067
S1A_IW_GRDH_1SDV_20230914T214924_20230914T214949_050329_060F3C_CA7E.SAFE.png,SAR,555.0,97.08788518260761,11.143931654854057,79,57,57,79,34.74596143510955,0.9933907167267134
S1A_IW_GRDH_1SDV_20230914T214924_20230914T214949_050329_060F3C_CA7E.SAFE.png,SAR,527.0,130.55437009383635,8.619295389341342,117,19,19,117,-7.6717845234620885,0.997818251302664
S1A_IW_GRDH_1SDV_20230914T214924_20230914T214949_050329_060F3C_CA7E.SAFE.png,SAR,723.0,170.48800538695968,17.255543663214908,129,87,87,129,32.51624453266583,0.9948648141717237
S1A_IW_GRDH_1SDV_20230914T214924_20230914T214949_050329_060F3C_CA7E.SAFE.png,SAR,868.0,149.50817759826373,20.00005107266111,120,86,86,120,35.369691875302294,0.9910120962021381
S1A_IW_GRDH_1SDV_20230914T214949_20230914T215014_050329_060F3C_9A26.SAFE.png,SAR,331.0,74.74869795212162,6.480423435840002,71,15,15,71,7.865401891931472,0.996234801464617
S1A_IW_GRDH_1SDV_20230914T214949_20230914T215014_050329_060F3C_9A26.SAFE.png,SAR,404.0,80.64636059740677,12.41816775519529,76,23,23,76,11.933336566322925,0.9880734986440689
S1A_IW_GRDH_1SDV_20230914T214949_20230914T215014_050329_060F3C_9A26.SAFE.png,SAR,1272.0,166.13421532381318,21.76959780653306,150,74,74,150,24.928852631192694,0.9913775828913177
S1A_IW_GRDH_1SDV_20230914T214949_20230914T215014_050329_060F3C_9A26.SAFE.png,SAR,480.0,88.24552185288674,7.509259885154889,75,35,35,75,-25.210356329355747,0.9963728353799857
S1A_IW_GRDH_1SDV_20230914T214949_20230914T215014_050329_060F3C_9A26.SAFE.png,SAR,949.0,185.9567819775591,12.473002181014886,169,58,58,169,20.422335193089175,0.9977479539954903
S1A_IW_GRDH_1SDV_20230914T214949_20230914T215014_050329_060F3C_9A26.SAFE.png,SAR,1049.0,125.49085773897166,37.67736729654376,55,120,55,120,-73.18043782483575,0.9538637113716746
S1A_IW_GRDH_1SDV_20230914T214949_20230914T215014_050329_060F3C_9A26.SAFE.png,SAR,410.0,81.20092951337331,22.545777961026996,44,67,44,67,-66.23740294163586,0.9606810881716867
S1A_IW_GRDH_1SDV_20230914T214949_20230914T215014_050329_060F3C_9A26.SAFE.png,SAR,491.0,104.19992696721322,6.6463200313868285,70,66,66,70,-44.77773147384205,0.9979637079085338
S1A_IW_GRDH_1SDV_20230914T214949_20230914T215014_050329_060F3C_9A26.SAFE.png,SAR,1542.0,262.12832028421866,20.18428110585964,238,56,56,238,12.277112908175486,0.9970309748134328
S1A_IW_GRDH_1SDV_20230914T214949_20230914T215014_050329_060F3C_9A26.SAFE.png,SAR,427.0,91.34748998197318,15.966864422278826,81,33,33,81,19.30990446600324,0.984605276371126
S1A_IW_GRDH_1SDV_20230914T214949_20230914T215014_050329_060F3C_9A26.SAFE.png,SAR,446.0,103.0625759068043,7.3734052948131605,87,38,38,87,23.212482442987532,0.9974375168134184
S1A_IW_GRDH_1SDV_20230914T214949_20230914T215014_050329_060F3C_9A26.SAFE.png,SAR,835.0,144.8326505847923,9.129188648790633,133,14,14,133,-2.742190346652464,0.9980114641279071
S1A_IW_GRDH_1SDV_20230914T214949_20230914T215014_050329_060F3C_9A26.SAFE.png,SAR,574.0,124.97846276306451,6.233924643645485,106,46,46,106,23.680792648119514,0.9987552184901252
S1A_IW_GRDH_1SDV_20230914T214949_20230914T215014_050329_060F3C_9A26.SAFE.png,SAR,429.0,96.35470564133797,6.015700384754264,88,10,10,88,3.213988781681438,0.9980491657709979
S1A_IW_GRDH_1SDV_20230916T213357_20230916T213422_050358_06102E_1600.SAFE.png,SAR,571.0,115.32000813537209,10.581181440358836,99,42,42,99,19.40039613261784,0.9957816173104638
S1A_IW_GRDH_1SDV_20230916T213357_20230916T213422_050358_06102E_1600.SAFE.png,SAR,819.0,139.66572871901812,10.47813264305051,134,13,13,134,-1.4227692082041035,0.9971818086419905
S1A_IW_GRDH_1SDV_20230916T213357_20230916T213422_050358_06102E_1600.SAFE.png,SAR,1849.0,313.27645972474437,13.625204880643494,283,29,29,283,-4.782752520918914,0.9990537495763534
S1A_IW_GRDH_1SDV_20230916T213357_20230916T213422_050358_06102E_1600.SAFE.png,SAR,1932.0,291.2191589449908,19.84603180948213,254,72,72,254,-13.433710492379761,0.9976752160531555
S1A_IW_GRDH_1SDV_20230916T213357_20230916T213422_050358_06102E_1600.SAFE.png,SAR,564.0,121.9262411106753,8.65640114928098,112,41,41,112,19.279377314010276,0.9974765268190063
S1A_IW_GRDH_1SDV_20230916T213357_20230916T213422_050358_06102E_1600.SAFE.png,SAR,1402.0,254.23418101214483,24.529792151360823,226,34,34,226,-3.1473132245311572,0.9953344359122472
S1A_IW_GRDH_1SDV_20230916T213422_20230916T213447_050358_06102E_E968.SAFE.png,SAR,2060.0,491.0849690681787,23.551185724066592,417,121,121,417,14.178470182565317,0.9988493792500076
S1A_IW_GRDH_1SDV_20230916T213422_20230916T213447_050358_06102E_E968.SAFE.png,SAR,1678.0,348.6988224495679,11.052421670561563,302,84,84,302,14.90926714356258,0.9994975497651035
S1A_IW_GRDH_1SDV_20230916T213422_20230916T213447_050358_06102E_E968.SAFE.png,SAR,542.0,140.84495207062622,5.3297218002814075,119,43,43,119,18.285101970846313,0.9992837707262765
S1A_IW_GRDH_1SDV_20230916T213422_20230916T213447_050358_06102E_E968.SAFE.png,SAR,2687.0,573.3523835875721,27.863805498448627,450,220,220,450,24.514298109663898,0.9988184168943046
S1A_IW_GRDH_1SDV_20230916T213422_20230916T213447_050358_06102E_E968.SAFE.png,SAR,338.0,89.54038872543005,5.902143883967138,87,23,23,87,-15.896910414372405,0.99782517582109
S1A_IW_GRDH_1SDV_20230916T213422_20230916T213447_050358_06102E_E968.SAFE.png,SAR,410.0,106.2894511893651,6.467247056008092,87,42,42,87,24.71043743153668,0.9981471890961228
S1A_IW_GRDH_1SDV_20230916T213422_20230916T213447_050358_06102E_E968.SAFE.png,SAR,932.0,204.24971646475132,7.994651722124705,169,80,80,169,26.936824445999243,0.9992336756690919
S1A_IW_GRDH_1SDV_20230916T213422_20230916T213447_050358_06102E_E968.SAFE.png,SAR,472.0,113.46856941773335,5.973977580149655,96,47,47,96,24.665523015958893,0.9986130931609118
S1A_IW_GRDH_1SDV_20230926T214924_20230926T214949_050504_06153B_5512.SAFE.png,SAR,424.0,115.85275998239113,5.968840549575174,100,38,38,100,22.900200739522983,0.9986719155990417
S1A_IW_GRDH_1SDV_20230926T214924_20230926T214949_050504_06153B_5512.SAFE.png,SAR,642.0,118.72999194643188,8.638850610910605,79,77,77,79,43.14324698965973,0.9973494439150203
